service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
1981053632-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14605043890-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
6009021229-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13135037542-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4966052961-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14007036903-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100033852-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12891052911-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1981053532-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
13154037737-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
21266043300-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
17000022377-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3560003549-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14020042949-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14243045555-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
2325060865-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14798048741-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12913041858-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15290038195-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14767040791-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
21267043302-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5589004331-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5565034762-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1719058463-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
21086043348-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5580033407-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14283038194-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3900046498-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4960006851-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4955028379-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14274044036-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
13223043408-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
8300033759-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,1,1
14797029051-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
5500026671-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12891052927-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14020043004-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18150042828-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5589032311-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
4976023911-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
15454038754-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14314060566-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14258044249-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5500034666-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18028000063-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14246047848-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13149037655-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14233045376-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14797028821-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1062059512-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
8300033751-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,1,1
17000036030-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
13115037361-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13097037228-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1064060218-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14767040756-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14799048406-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14258044102-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5568003593-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14313060405-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3090042210-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14020043036-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14274053144-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1719058408-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4974028626-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1036015883-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
12891052867-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13154037773-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14258044145-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
13149037610-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15447038698-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100034329-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3803041099-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1064060155-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
17000051937-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
4975007239-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1062059444-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14274053031-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14267044446-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
18025052342-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
50051035740-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14020043063-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1035047526-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3886005626-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3922053273-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3130052492-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
50051018148-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
13224043476-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14258044281-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
13224043500-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14258044094-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14274053071-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
17000036340-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
12858046360-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13135037515-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14305044854-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
4971023828-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
6008011096-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3080046775-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1037047353-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
2362061501-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
15456038985-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4955021911-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14258044217-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14595039957-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3886005658-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14767040802-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
7380059259-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12858046425-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3100034378-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1064060194-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
12850045820-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
23100036580-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3813046616-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14390058939-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
12881052821-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14799048405-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
13222043681-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
23500063279-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
15328038231-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18025052321-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3880005490-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3945041951-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
21036010982-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3887005776-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
7007018692-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,1,0
17000017122-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3922046203-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
18028000052-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14030042359-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
13222043735-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
4974028602-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18071045266-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1983053856-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14277052636-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
8300033529-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,1,1
14731045661-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14767040804-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1048047554-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15354038551-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1062059603-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14233045278-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14267044492-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14595040005-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14625040018-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
21309011047-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18025052378-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100034094-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14020042835-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
2326060924-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
6009015086-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
15348038482-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
17000017298-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
7380059336-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
12913041885-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
12875045935-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3100034011-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3887005772-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
7008018712-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14703040297-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3100034082-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
50051018013-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1985025671-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3100034006-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18025052404-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14233045325-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
2394062632-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
7005018551-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
3905041607-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1983053868-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
7011018746-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
6104052453-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14274044079-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14233045330-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5552011733-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
12873041330-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13224043519-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12879046002-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14302054463-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14249045510-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4955028274-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
50051036620-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14312054632-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14721047112-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4973028483-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14799048233-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3080046825-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5552011710-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14521042022-20160920093629_v46.5,20160922,20161029,0,0,0,0,1,0,0
14020042896-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
4974028670-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
8300033689-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
3880005505-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
18028052224-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14767040758-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3130037412-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14249045537-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
8300033684-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14797028988-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
6008011137-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12813041220-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15487039411-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14277037965-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14745040501-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14246047848-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3804041167-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13222043735-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5550034614-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14258044202-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
7005018576-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
8300033599-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1064060126-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14798048823-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1982053724-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
4973028465-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1063059780-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
17000062898-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
1986016959-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
5545003370-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14233045285-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14233045320-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1062059385-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
1064060008-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
18025052322-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18150042828-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3911041788-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14299044661-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3945041964-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14312045074-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
5550011254-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
21087043349-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5580019906-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
7008029435-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
6008011142-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18028052196-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3090042163-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14249045540-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14299044673-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
17000022769-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
5361061314-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
3100034400-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5575052753-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3560003557-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14769040827-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
7011018745-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14274053032-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
15455038879-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
50051018015-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14020042938-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3880005513-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
12879045968-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14797029092-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14277052673-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3887005760-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
13224043454-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
23100017667-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
18082011027-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1983053941-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3803041033-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14798048829-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
4973028585-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5545003328-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1039042057-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1064060204-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14305044870-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
2393062570-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
18025000183-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3555039826-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14721047176-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14721047232-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
15334038352-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
18163043203-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
2376062270-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
3911041719-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5568003620-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
17000062925-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
23100063100-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14020042942-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3804041156-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14767040759-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3813046676-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3100034372-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5575019857-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12839046260-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
8300033685-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1045053344-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
50051018180-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
4975023860-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
18311042035-20160922135358_v46.7,20161030,20161231,0,0,0,0,1,0,0
4955028330-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
2377062349-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100033835-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15332038270-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
8300033588-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
2365061621-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14030042303-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5500026748-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
51100051991-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14731045766-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
4955028318-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13222043686-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
23100052159-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14767040794-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
18107010219-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5550034612-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14717040477-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3922053235-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14277052676-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
15497039534-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12813041193-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1062059384-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,0
5500026732-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
12875045874-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3813046572-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1982053815-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
1981053554-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14277052704-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
17000062928-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14313060533-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14258044190-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3100034142-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14267044411-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3060042134-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
23100063379-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3945041960-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18191043775-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
51100062979-20160922135358_v46.7,20161030,20161231,0,1,1,1,1,0,0
3905041613-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14799048405-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5545003359-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4973028530-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1062059459-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3090042215-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
6009033062-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14757054338-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3945041970-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1063059735-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14625040018-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14799048268-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15522039763-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3130037458-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
6009015164-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3803041098-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14277038003-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
4975023878-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
2353061023-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5580003935-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2376062288-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3905041598-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
23100063073-20160922135358_v46.7,20161030,20161231,0,1,1,1,1,0,0
5580003897-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100034306-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
7009018466-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
7380020981-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
17000051918-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
50051035735-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
17000017234-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3080046824-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
4915006343-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14798048773-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1982053818-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
7007018694-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,1
14302054563-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
5565011941-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
6008032495-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14246047849-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1036015856-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
