service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
14797029017-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
5466019057-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14302054405-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5545003378-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14314060602-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14798048850-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
15428038664-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12858046405-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14267044459-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1062059524-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
50051063224-20160922135358_v46.7,20161030,20161231,0,0,0,0,1,0,0
2366061807-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13220043761-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18028052205-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
6009015158-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14799048352-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
4955028404-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3803041102-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3560003494-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
6008011116-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
18025000151-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14233045288-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3804041168-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
8300033627-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,1,1
23500063286-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
1034047333-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100034021-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
17000036652-20160920093629_v46.5,20160922,20161029,1,1,1,1,0,0,0
3880005467-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14011042728-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14302044771-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14798048812-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14274053198-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5545003354-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
7009018450-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,0
1052047617-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
51100052052-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3886005641-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5550034631-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5575003775-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
15348038449-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100034410-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13049037083-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3911041787-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3813046569-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
7003018495-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13224043446-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14302054421-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14274044062-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14798048855-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5580019887-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14277052656-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14392045187-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14745040511-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
4957006765-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
23100063376-20160922135358_v46.7,20161030,20161231,0,1,1,1,1,0,0
23100063321-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
23100063107-20160922135358_v46.7,20161030,20161231,0,1,1,1,1,0,0
14313060424-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
12813041220-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1985054044-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
23100063047-20160922135358_v46.7,20161030,20161231,0,0,1,1,0,0,0
13222043733-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
6009015120-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4957006843-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
12913041830-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14243045556-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100033883-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12879046010-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
4915006274-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3100034021-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3911041784-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
21062052996-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100033868-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18025027766-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15348038424-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
15487039454-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1984053992-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
17000062952-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14797029014-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3887005771-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14274053026-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
13136037586-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
2366061984-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1033047370-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3911041774-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14274053157-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
5565034753-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14030042305-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
23500018339-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14769040873-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14769040827-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14030042316-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
6525058383-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14059043160-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14798048821-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1064060052-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
50051017905-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
5361061295-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
3886005628-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14797029100-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14277052666-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
14267044565-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
2366061951-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
23100035975-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
13149037624-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13224043551-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14769040901-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1064060219-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
4955028308-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14797028793-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13154037791-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5550011222-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14246047851-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18032052437-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5550011344-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
15328038258-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
8300033716-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14007036861-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
50051036301-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14312045091-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3060042115-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15475039302-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14797028846-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14797028909-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3900046491-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14299044685-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14267044600-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100033930-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14020042877-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14731045699-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1036015844-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5501011413-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
21249059133-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15428038658-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14595039922-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14756054258-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
8300033622-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,1
4915006271-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4973020011-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1063059846-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3100033950-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
13224043477-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
51100035304-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3886005653-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
23100059125-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
15522039766-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13087037144-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1052047647-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
4976023915-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1064059923-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
50051018151-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
23100028081-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14392062555-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14769040843-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14799048279-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100034311-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14248047759-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14267044579-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5361061283-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14799048266-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14322062761-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18152043265-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1035047505-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12891052928-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1045053416-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
18028052219-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1992035873-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
1982053800-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5580033411-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
5361061199-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3911041775-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5575019847-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1009015806-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1064059984-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14258044198-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5515058620-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14655040273-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14299044654-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14277052718-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14007036926-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
17000062930-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3880005482-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100033941-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
4972028455-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15471039165-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3804041162-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
6009033062-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100034386-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1982016659-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
2366061950-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5565034729-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1045053420-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14731045674-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1988054106-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3911041730-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14255047708-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14274044021-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
5552011749-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14020043065-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
23100022912-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
6009015084-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14322062746-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1042042146-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14745040492-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14770048152-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14246047837-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14233045334-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14267044459-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14721047132-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5550011200-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
23500063269-20160922135358_v46.7,20161030,20161231,0,0,0,0,1,0,0
4957006773-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1719058406-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3887005823-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14007036955-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14007036969-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
51100036723-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5550011410-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
7008018713-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14798048712-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1982053800-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
51100029871-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
51100029708-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
15348038469-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14595039936-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2325060743-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
51100036735-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
8300033529-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
4955028371-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14797028895-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14243045569-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100034360-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
13149037646-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
4976023937-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
1064059922-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13154037757-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5552011737-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
5580019939-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
12891052930-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5500034702-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18028052219-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
2362061497-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1033047418-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3880005445-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
18175043151-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4973028557-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
17000017284-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
4957006787-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3100034406-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4915006305-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
7004018586-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1045053328-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
51100029767-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14797028883-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14390058919-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3560003512-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
7380010566-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
7003018488-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14030042280-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14258044133-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
23500018319-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
15455038878-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14731045761-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14731045644-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14277038013-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
21260043273-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15324060692-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3887005746-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14258044144-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14797028870-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14312054705-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14267044600-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14304044782-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14798048854-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
12891052880-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1981053556-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
14635042804-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
2373062144-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18025000154-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1988054106-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
18151008642-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14233045354-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14797028789-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13136037574-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14267044501-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14277052683-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5550011268-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3905041648-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4975023882-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
18025052407-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
18025052408-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
51100029860-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
12843041294-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13049037053-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14020043083-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14007036873-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3100033922-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14390058954-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14248047797-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
12875045949-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14770048156-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14312054602-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
2362061340-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
17000062870-20160922135358_v46.7,20161030,20161231,0,1,1,1,1,0,0
14010042454-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3803041038-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
12858046393-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14703040351-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14314060590-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
2353061014-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14797028813-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
2363061539-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14277052681-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2398062662-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3922046212-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
13170037894-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1992054130-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
7005018570-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
17000062924-20160922135358_v46.7,20161030,20161231,0,1,1,1,1,0,0
14625040048-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12839046340-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
17000051914-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3080046815-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
4957006790-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
23100035632-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1985054061-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
6009015057-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5500011448-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1033047383-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
51100052030-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
50051063136-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
15487039358-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4955028374-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1982053651-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
17000017214-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5500011609-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3880005483-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5500026741-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3100034071-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14757040681-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
51100017463-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
4955028295-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3560003562-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
23100063403-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3905041651-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
23100052139-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14721047203-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
18267043183-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14605043867-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
7007023259-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
14797029009-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
23100063086-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14274043899-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14030042406-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
51100036747-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14258044252-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1982053814-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
23100063394-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14798048705-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5552011760-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14020042991-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14731045744-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14302054377-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
7380010509-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
7007018700-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,1
13087037141-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
